plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction,H_alpha,EW_H_alpha,H_beta,OIII,NII
2769,54527,477,1.8861,2.1961,1.3250,0.2620,725.4280,38.2390,189.0420,127.6960,221.8260
2770,54510,123,1.5395,2.5532,1.2230,0.3490,609.4360,40.7270,144.4930,69.4250,196.2680
2773,54533,21,0.7876,0.8368,1.3780,0.1430,405.2190,16.9660,121.8070,254.1970,179.7230
2777,54554,154,1.2729,3.3722,1.2160,0.4270,1262.0920,54.6120,293.5000,200.4370,395.1580
2778,54539,60,0.7686,1.9848,1.2460,0.7460,933.0920,44.4260,191.2350,106.1900,344.6670
2778,54539,273,1.5417,4.6518,1.1180,0.0830,1514.7750,144.7700,430.8920,1501.4420,109.5280
2778,54539,508,0.9867,1.7481,1.2970,0.3000,403.6500,22.7400,115.0730,110.5180,96.0170
2779,54540,467,0.3518,1.8027,1.3990,0.2360,236.3990,11.7160,68.4560,50.3550,99.5210
2780,54557,182,0.5611,2.3050,1.4190,0.3440,408.3020,17.8670,90.4850,58.6740,208.6350
2783,54524,7,0.9576,4.8424,1.2070,0.2600,2024.4040,233.3430,607.4780,2143.5010,171.6950
2783,54524,395,0.2453,2.2599,1.2380,0.6210,628.7480,37.8030,145.6990,40.1840,229.4090
2784,54529,484,0.6741,1.8604,1.3000,0.5240,938.5740,40.2430,202.4420,101.3570,366.6630
2784,54529,592,1.2035,3.4533,1.1950,0.3410,1115.0000,58.2800,288.4190,107.0240,344.9380
2785,54537,440,0.6296,2.8901,1.2710,0.4220,673.9100,29.5610,176.7680,80.5050,239.4460
2785,54537,574,1.7605,4.9235,1.1260,0.0520,1343.1920,159.9930,396.3890,1465.3360,71.0390
2786,54540,463,1.8443,3.8355,1.1490,0.4350,898.3460,46.6370,270.5880,384.1190,185.4790
2789,54555,206,1.3686,2.9446,1.2010,0.4200,1550.5570,63.6040,407.7300,560.7240,307.6820
2789,54555,316,1.5135,3.5208,1.2520,0.2820,935.4050,39.3340,268.7360,418.4170,193.8380
2791,54556,290,1.7702,3.6620,1.1760,0.1170,2010.6020,89.4890,592.8110,1193.7550,359.9140
2794,54537,416,0.4125,2.6894,1.2350,0.3740,743.0500,35.8790,197.4680,59.8690,245.3990
2878,54465,518,0.3541,3.6059,1.3470,0.0530,236.0220,17.1950,65.1880,42.7160,77.7500
2884,54526,164,0.9140,2.6537,1.2120,0.3830,1045.6230,43.5260,243.6340,57.5370,356.4200
2949,54557,557,3.3834,1.4335,1.4010,0.2160,405.0990,12.4960,83.6220,40.8410,212.5550
2953,54560,251,0.6651,1.7978,1.4730,0.0570,508.5960,18.6090,147.7080,1277.4680,232.0500
2954,54561,611,1.3643,1.1515,1.5280,0.4580,216.4890,7.2040,49.5040,8.5520,92.4060
2956,54525,5,1.7948,2.5638,1.2240,0.1830,588.9450,39.7600,152.3690,126.2250,181.6410
2956,54525,85,1.8616,5.0030,1.1450,0.3850,2007.3200,148.6950,532.1180,805.5690,501.9910
2969,54586,119,0.4329,2.9080,1.2240,0.3350,732.0560,37.8240,205.0400,169.1310,230.0710
2974,54592,44,0.4085,2.4694,1.3650,0.1900,700.4760,21.2610,166.0890,682.8940,505.6900
