plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction,H_alpha,EW_H_alpha,H_beta,OIII,NII
1442,53050,451,0.5954,2.5499,1.4020,0.4170,159.8650,9.5250,41.5250,14.1260,74.8660
1442,53050,485,0.7979,2.3287,1.2890,0.5300,647.1070,25.8250,151.8130,31.9220,262.8910
1443,53055,179,1.0926,2.9123,1.2470,0.2910,939.2700,39.5520,250.7710,90.8470,395.7290
1445,53062,543,0.3525,1.1825,1.4100,0.0230,265.3230,11.8370,70.0280,94.1440,145.2630
1450,53120,411,1.5443,3.0532,1.2010,0.1590,1202.7430,59.3660,327.2470,431.3410,328.8920
1452,53112,450,0.9417,1.6005,1.4440,0.3190,362.5920,18.3140,93.6500,33.0940,169.1320
1453,53084,168,1.0847,3.9294,1.2230,0.2970,457.5760,30.2180,117.3500,43.5140,162.8650
1454,53090,62,0.5066,4.7117,1.1980,0.3160,697.3710,52.2500,194.5200,198.8730,143.6890
1454,53090,148,0.4802,0.8780,1.4880,0.1350,302.4730,8.0220,79.9070,40.0180,159.1190
1455,53089,375,0.8557,1.8916,1.2560,0.4690,-999.0000,-999.0000,189.4110,62.5750,-999.0000
1456,53115,353,1.3648,2.0660,1.2710,0.4370,1503.3510,44.5640,400.7580,368.2830,432.1250
1456,53115,564,1.1022,2.7636,1.1940,0.2430,846.6760,55.0600,247.1190,494.2880,124.7560
1457,53116,504,0.8005,2.8834,1.3520,0.5170,260.1940,14.2680,54.0350,16.3660,112.4510
1460,53138,29,1.3002,2.0653,1.3050,0.2430,214.7770,19.8080,53.0520,18.9100,66.1080
1460,53138,92,0.9389,3.1858,1.2060,0.5160,1470.9270,43.8220,388.8740,215.8060,580.9620
1462,53112,416,0.6577,1.5072,1.3670,0.3050,584.7450,15.8390,143.2170,58.2380,254.6410
1463,53063,162,1.3670,3.0292,1.2290,0.6990,369.3860,51.8080,79.6490,106.6700,77.3130
1463,53063,307,0.8134,2.7602,1.1900,0.6800,1137.3410,46.1510,242.8110,52.0630,451.4390
1464,53091,629,1.2237,2.8538,1.2190,0.2870,720.9130,35.5590,207.7870,87.4070,228.6830
1465,53082,158,0.6814,3.5722,1.2830,0.1410,563.0470,33.7550,124.4660,32.4480,214.9760
1465,53082,290,0.7342,2.8523,1.2440,0.0510,540.9600,36.4940,153.0340,97.7330,166.1630
1465,53082,555,0.3234,0.5382,1.7330,0.0940,36.9200,1.5910,11.3240,37.7380,29.4760
1473,52908,257,2.0173,5.4995,1.1920,0.0150,264.4090,57.1490,83.6440,254.4240,22.0020
1474,52933,204,2.0242,4.5578,1.1500,0.4770,544.2110,126.2030,175.4850,611.5960,35.2630
1485,52992,332,1.8244,1.8232,1.2390,0.0180,382.7590,75.4150,112.3660,243.8850,49.5650
1485,52992,376,0.9244,2.1326,1.3520,0.0910,287.4610,30.2420,74.8630,29.2590,104.8350
1486,52993,71,0.6996,2.0773,1.2550,0.4040,631.6290,34.6030,164.6500,106.2360,208.0210
1486,52993,523,0.4866,4.6950,1.2850,0.1900,108.8920,28.0060,33.3790,47.7630,25.4550
1486,52993,607,1.3980,2.0620,1.2570,0.1590,634.5210,58.0720,152.9240,104.7160,174.2930
1490,52994,61,1.4236,3.2256,1.2390,0.1650,445.6900,64.0800,131.0180,298.4880,66.8540
1490,52994,77,0.7021,2.4081,1.2770,0.5160,359.1020,33.9050,104.9630,68.8020,89.3680
1490,52994,425,0.8732,2.2920,1.2970,0.0700,135.7350,29.2570,41.3100,66.8870,22.2720
1491,52996,424,0.8092,3.2058,1.2170,0.3000,169.9090,32.5770,56.2440,91.7080,26.9000
1491,52996,473,1.2223,2.9577,1.2040,0.5240,518.1930,54.1480,141.3700,239.6980,83.5270
1491,52996,526,0.8061,2.9387,1.2620,0.4220,330.3690,25.4980,92.1030,83.8320,118.3500
1492,52932,121,1.1187,4.5208,1.2140,0.1920,277.8570,41.0200,95.3950,230.8010,35.3080
1492,52932,198,0.8676,3.0966,1.2730,0.0560,294.9740,38.5920,94.1690,91.6460,65.1470
1492,52932,383,1.7589,1.9524,1.2370,0.2310,413.2320,47.3850,120.7180,233.5510,63.0150
1492,52932,387,1.2846,2.9387,1.2760,-0.0980,202.7120,27.1250,67.6300,87.2720,37.7830
1493,52933,377,2.4611,3.2056,1.2910,0.3080,214.0570,23.0170,59.4300,48.8830,52.8480
1494,52937,4,1.2209,1.3942,1.2820,0.1040,311.5920,33.8610,84.5560,122.3930,62.7320
1494,52937,40,1.4845,1.8445,1.1980,0.1770,363.9900,48.6380,106.5190,290.1190,35.4230
1494,52937,248,2.0832,3.2247,1.2540,0.2220,437.7040,62.8610,134.8190,190.4260,71.3520
1494,52937,383,1.8476,3.4449,1.2510,0.2690,165.6090,26.4910,59.7840,91.6160,26.6500
1494,52937,509,0.7890,2.6780,1.2570,0.3920,295.4550,34.2670,87.8050,87.4380,66.2570
1495,52944,88,0.4919,1.7878,1.3440,0.2580,1169.1440,66.4470,287.1400,453.4370,338.8470
1495,52944,179,2.5276,2.2864,1.2500,0.5270,150.7330,25.0380,44.0690,63.0200,25.9550
1496,52883,73,1.0032,1.0040,1.2870,0.6070,252.6250,30.5140,79.4250,62.1790,76.8610
1496,52883,163,0.3207,0.6667,1.4190,-0.2160,201.5430,25.4340,65.1740,32.1700,55.6680
1496,52883,465,2.3057,4.4726,1.2530,0.1010,323.1670,55.9290,97.3110,287.3510,42.2190
1496,52883,468,1.3264,2.9279,1.2530,0.2400,354.4860,28.4230,104.4390,112.4390,105.2400
1497,52886,333,0.7027,2.8332,1.2230,-0.1470,130.1010,26.7190,42.7130,45.3570,23.7830
1498,52914,473,0.5414,3.8360,1.2270,-0.1640,107.0580,27.0550,35.5820,62.6480,9.5440
1498,52914,578,0.2028,2.4875,1.2880,0.3580,157.3710,16.1380,46.2340,21.7300,43.3470
1499,53001,24,0.1820,1.0725,1.2690,0.2860,141.2320,19.5750,43.1370,60.1420,21.5390
1499,53001,33,1.9849,1.9638,1.2710,0.2730,251.7440,29.7470,59.6570,43.0770,76.1250
1499,53001,332,2.5480,2.0646,1.2090,0.2000,427.9730,49.0550,124.4990,174.3010,90.5470
1499,53001,510,2.6063,3.0775,1.1920,0.0660,177.8250,34.7770,58.3540,85.4940,23.6330
1502,53741,19,0.2733,1.6061,1.3360,0.2350,354.0910,27.9790,86.6700,38.4810,117.3040
1502,53741,501,1.9286,0.9570,1.3040,0.2690,272.7350,33.7010,75.2800,45.3500,75.4820
1505,52941,371,1.3685,1.0044,1.2890,0.4260,276.8230,37.8860,69.1650,74.1330,63.5150
1505,52941,458,1.5031,4.0677,1.2160,0.2520,248.3240,41.7750,77.9240,141.2170,34.5340
1506,53003,43,1.9040,4.2466,1.2990,-0.2540,240.3240,47.6050,69.6500,222.2910,15.9480
1506,53003,114,1.2849,3.3068,1.2880,0.1660,418.4490,44.6880,120.9500,242.6510,68.6740
1506,53003,513,1.3514,1.2055,1.2350,0.0340,195.9660,28.3170,58.8670,103.2560,22.3200
1508,52944,353,0.6661,3.8376,1.2200,0.1390,249.4750,45.2700,82.0590,196.6680,22.3330
1508,52944,561,1.4665,3.1961,1.1920,0.1710,236.3040,36.9740,68.9040,81.9800,43.8750
1508,52944,583,0.4422,1.2120,1.3060,0.4040,337.1720,25.8990,69.9870,71.2500,91.5190
1511,52946,90,1.0989,1.3282,1.2520,-0.2480,289.3140,67.9120,94.8750,293.8880,21.4590
1538,52937,112,0.8994,4.4174,1.3590,0.0320,79.6410,21.9210,23.3170,41.9140,13.4120
1538,52937,524,0.4657,2.3734,1.2290,0.1160,46.5860,11.0880,15.2920,18.6440,4.8800
1539,52943,156,1.4792,4.3722,1.1990,0.2880,353.0570,72.2720,104.4980,307.3440,41.5240
1539,52943,421,0.2575,2.9869,1.2240,0.0820,132.8310,29.9020,34.8370,27.8470,27.0470
1539,52943,515,0.5148,3.3564,1.1970,0.4140,285.0460,33.6250,88.1170,170.1930,46.0140
1541,53732,27,0.6372,0.7672,1.4530,0.6150,136.9870,11.7050,23.9410,12.3240,62.6580
1541,53732,118,1.4633,3.1829,1.2830,0.1540,171.8530,28.7780,55.7590,72.4700,36.9140
1541,53732,166,0.8294,1.3171,1.3410,0.2500,112.7280,13.2770,33.1370,8.8050,38.7450
1541,53732,201,1.2333,2.3732,1.2520,0.5400,242.0380,32.8640,62.0460,43.1590,66.0030
1541,53732,263,1.1908,2.4557,1.4230,0.1080,71.7910,16.6320,20.0550,19.4130,17.1490
1541,53732,314,0.8342,4.8049,1.3820,-0.3300,52.3700,9.5670,18.0690,8.6030,24.9590
1541,53732,397,0.7652,2.4654,1.2230,0.1160,503.2470,100.2360,126.5850,383.9670,39.5840
1541,53732,426,2.2432,3.7120,1.2050,0.1370,202.4910,36.5560,67.0030,107.3310,34.6020
1541,53732,486,0.9913,2.8943,1.2400,0.4640,140.4400,38.6810,43.4920,98.8580,14.7160
1541,53732,509,1.1516,2.9831,1.2130,0.1870,140.3680,34.4410,46.0180,113.9520,13.9060
1541,53732,585,1.4593,3.4511,1.1940,0.2630,433.7190,69.9910,123.8770,426.8690,28.0760
1542,53734,72,1.0934,3.3660,1.2530,0.2570,115.9930,20.5400,33.6160,25.3750,25.1270
1542,53734,75,1.0316,2.5083,1.2740,0.1950,190.6440,27.0750,44.8070,20.1710,57.0460
1542,53734,114,0.7944,3.7275,1.2540,0.3370,245.2370,41.2600,65.8670,23.8400,70.8420
1542,53734,260,0.5976,4.4718,1.2180,0.4470,105.4190,25.0400,29.1710,37.8410,19.8870
1542,53734,268,0.3688,5.0756,1.1960,0.1600,177.3630,31.9540,57.7480,110.4230,23.7150
1542,53734,523,0.5811,1.8539,1.4650,0.2610,86.2880,7.6070,22.5740,14.2500,40.4460
1543,53738,25,1.2141,2.5586,1.1660,0.4260,96.9530,25.3280,23.5560,47.6380,11.7010
1543,53738,26,0.9921,3.8350,1.1780,0.1770,235.6480,52.0720,69.8490,68.7630,41.2920
1543,53738,84,1.0281,5.8696,1.2640,0.2440,204.6190,42.7160,59.2970,72.2340,34.8950
1543,53738,132,0.8545,2.2925,1.2950,0.4290,254.2400,22.5770,58.1100,28.6250,146.7130
1543,53738,219,2.3047,3.0284,1.1730,0.1850,185.4920,52.9800,50.9410,174.1530,11.3920
1543,53738,257,0.7783,4.2004,1.2430,0.2900,711.6100,121.3430,191.8700,159.9800,180.1420
1543,53738,305,0.5409,1.6960,1.4610,0.4820,222.8400,11.6110,39.2680,16.9720,100.5080
1543,53738,485,1.0367,2.5548,1.4020,0.3520,106.7110,6.5080,26.9660,45.4910,27.8890
1543,53738,538,1.2196,2.0142,1.2290,0.4410,201.0410,33.4950,56.9150,59.8570,43.9570
1543,53738,572,1.3989,2.0915,1.1770,0.4500,60.7530,7.1290,15.7470,23.1280,15.3170
1543,53738,610,2.0771,2.6408,1.1640,0.4200,213.1900,36.0830,67.5880,112.8260,27.2580
1551,53327,80,0.6784,3.9876,1.3370,0.0820,107.9800,20.3680,35.7930,34.7210,27.6980
1551,53327,105,0.8504,2.4287,1.3170,0.5070,425.9070,53.5050,101.3550,120.1880,83.6670
1551,53327,243,1.2002,2.9707,1.3420,0.0290,219.7650,41.2710,56.1470,85.0260,37.9320
1551,53327,285,1.3694,0.5442,1.3410,-0.2850,44.4860,10.9070,13.7340,18.0810,5.1700
1555,53287,297,2.1459,2.6626,1.2760,0.5440,208.9020,32.5380,58.1700,77.7420,40.4650
1557,53301,285,1.9697,0.3398,1.4220,0.1590,194.4680,23.1650,63.6150,88.6310,43.2710
1557,53301,303,0.9069,4.0323,1.3170,-0.0610,133.1180,30.8620,35.8300,81.1810,15.3160
1558,53271,170,1.6239,2.7270,1.2230,0.2640,226.9420,33.4120,65.5390,76.4950,54.5820
1558,53271,329,1.3119,2.1241,1.3150,-0.1020,298.6350,56.7500,97.6010,222.2850,39.7040
1558,53271,586,0.9169,2.8235,1.2400,-0.0160,253.0990,61.6560,84.7810,303.8560,19.4360
1559,53271,52,1.3849,2.1155,1.2100,0.2200,132.2050,21.0390,44.5390,67.9150,16.4630
1559,53271,173,1.4872,4.5044,1.2540,0.1950,76.2230,21.0270,25.4400,40.8680,12.7070
1559,53271,195,0.6473,3.2847,1.1690,0.6150,148.7750,47.3560,51.0600,94.1500,15.6670
1559,53271,262,0.7499,1.4054,1.4100,0.4490,120.2440,12.4560,28.0340,23.5420,67.7940
1559,53271,281,1.0760,3.3150,1.2480,-0.0520,134.0440,26.7640,41.6530,73.3930,22.2690
1559,53271,303,1.6642,2.1642,1.2890,0.1660,144.5810,22.7330,43.0750,30.7830,37.9410
1561,53032,51,1.6795,2.6726,1.2570,-0.0210,154.8040,30.8750,39.0570,52.9270,29.3980
1564,52991,626,0.8074,3.3384,1.2840,0.3190,372.7970,19.3350,98.0900,64.3410,168.3800
1566,53003,302,0.9928,3.6641,1.3330,0.3990,198.6730,30.7710,45.5470,20.3700,74.8900
1569,53168,354,0.9275,1.8548,1.2860,0.2790,3091.2760,110.9180,808.1910,1274.3220,743.2710
1571,53174,462,1.3203,3.2902,1.2130,0.2310,1969.7560,80.3870,550.5790,1421.5200,282.0130
1572,53177,390,0.9787,2.7518,1.2430,-0.0170,1079.3150,54.4160,309.9770,456.9260,215.1920
1572,53177,573,1.0436,1.3911,1.4390,0.0530,341.2680,14.1800,98.6850,65.1920,165.4040
1573,53226,396,0.4594,1.8778,1.3540,0.7990,414.6160,21.6220,77.5270,22.4470,163.2160
1573,53226,475,1.5025,3.6302,1.3260,0.2680,1000.3880,32.7780,284.7450,352.7290,278.9130
1573,53226,591,0.4293,1.6851,1.2750,0.4270,334.1380,21.9900,89.8100,63.0780,96.1020
1574,53476,213,0.3203,2.7485,1.1870,0.3480,1283.6070,82.5830,332.8320,601.3120,245.2810
1576,53496,505,0.6281,1.7008,1.2960,0.3810,408.9400,21.5940,98.0200,44.3820,164.8550
1580,53145,465,0.4183,2.9936,1.3290,0.3910,1281.7380,35.6020,270.9190,151.5050,625.1200
1582,52939,14,0.5003,3.2788,1.2930,0.2800,437.3770,26.7280,115.9110,227.8500,178.2700
1584,52943,223,0.8412,3.6473,1.1600,0.2850,1402.6470,56.7150,399.5800,266.5300,530.7200
1587,52964,60,0.2159,2.0746,1.2550,0.4950,866.2960,40.6750,185.3690,45.2980,335.5320
1587,52964,232,0.4845,3.6172,1.2030,0.1600,555.5430,29.6580,149.9940,123.6040,170.8990
1590,52974,613,0.4034,1.1441,1.5400,0.1990,130.5960,6.0680,34.6340,14.0130,54.0820
1593,52991,223,0.2013,1.2401,1.4710,0.5520,541.1710,14.1080,123.5830,28.6110,241.8420
1593,52991,224,0.7164,1.8372,1.3710,0.5060,356.4260,16.4090,92.8660,32.8970,250.6880
1593,52991,410,0.3692,2.3430,1.2150,0.2590,626.8160,42.4910,176.0490,116.7820,183.3090
1594,52992,526,0.5019,2.4259,1.3230,0.3280,297.0780,21.1990,82.1460,23.5830,115.0300
1595,52999,203,1.0508,1.8281,1.2240,0.4540,837.6630,41.8150,207.4600,92.3860,306.6140
1595,52999,476,0.8147,2.0737,1.2080,0.3630,726.0330,41.9330,197.0570,128.1670,220.6720
1597,52999,264,0.6268,0.9630,1.4720,0.2170,694.3740,15.9360,195.0280,69.5390,328.9620
1598,53033,378,0.7151,2.1785,1.3270,0.2750,465.6610,23.2060,126.2800,30.1070,193.2730
1598,53033,414,1.7500,1.5716,1.3410,0.3020,488.6080,25.4420,122.2610,69.0420,148.0470
1599,53089,395,1.1625,0.1589,1.5040,0.2370,171.5110,9.0990,46.1970,31.5070,45.3610
1599,53089,442,1.8764,2.6060,1.2730,0.4340,1160.2560,62.0430,272.2240,200.6280,392.4670
1600,53090,28,0.2305,0.8370,1.2550,0.1750,71.9050,2.5720,25.7230,190.0690,73.7480
1600,53090,558,1.0087,2.7655,1.2150,0.4710,1031.2210,45.1720,240.1320,75.5650,367.3270
1601,53115,289,0.5816,1.0344,1.2860,0.5640,1525.8280,55.8490,295.4410,74.9720,574.7310
1601,53115,388,0.3685,1.0021,1.5240,0.2710,128.0520,7.3110,25.2360,16.0810,50.4410
1601,53115,514,1.2402,2.8693,1.1860,0.2560,1287.1300,55.4620,363.7000,159.0480,476.0480
1607,53083,25,1.0316,2.3529,1.2010,0.1620,723.1250,48.4720,190.9050,129.5880,192.6890
1609,53142,196,0.4194,1.9576,1.3430,0.4740,546.7990,24.5490,116.0270,15.8610,239.8140
1611,53147,74,0.9566,3.9210,1.2290,0.2130,1097.9300,51.2980,265.0720,248.8860,502.5000
1613,53115,343,0.7662,1.6810,1.2870,0.5160,867.9240,46.6450,201.8330,120.2630,273.7660
1615,53166,508,1.0885,1.2511,1.2500,0.6080,1705.3020,58.3490,339.3560,109.2500,598.2370
1616,53169,205,2.9295,4.3997,1.1010,0.5640,2474.8960,172.5270,806.1770,4201.0150,105.3540
1616,53169,245,0.4136,2.5967,1.2270,0.0950,570.8720,34.5160,154.4290,226.8620,108.5790
1618,53116,490,0.8840,2.5159,1.2420,0.6230,835.8820,37.2350,199.2780,74.4690,314.6030
1618,53116,557,0.8514,2.7931,1.2150,0.2350,686.3630,43.9000,204.0830,193.7120,174.7920
1620,53137,505,0.9621,3.0436,1.2550,0.3650,730.1850,28.1860,190.3780,69.8050,254.3600
1622,53385,609,0.9902,2.3690,1.2550,0.2520,934.3130,46.0280,239.3860,97.4800,317.3920
1623,53089,344,1.0923,2.4451,1.2130,0.3990,816.1530,56.5240,222.6540,246.3370,183.4070
1623,53089,352,1.9824,2.3788,1.1720,0.2170,645.9220,44.0950,229.1980,444.8230,93.3280
1624,53386,513,0.4795,1.4377,1.5940,0.1560,125.6040,6.1780,41.2110,36.6720,76.8160
1626,53472,351,0.8908,2.9004,1.2280,0.3670,696.1050,41.9300,202.8290,137.5660,201.4040
1626,53472,539,0.7475,8.7328,1.1990,0.1370,1653.7390,282.7350,480.5350,2090.4090,164.9720
1627,53473,299,0.4553,0.7580,1.8160,0.3080,28.5470,1.3030,4.0760,17.6120,21.5240
1627,53473,352,0.5068,1.8835,1.2870,0.1430,406.4660,27.6720,119.5460,75.1560,125.1140
1627,53473,426,1.9362,8.6477,1.0640,0.6210,3065.5130,598.2300,976.1570,5092.1920,128.3040
1627,53473,453,0.5579,3.8153,1.2630,0.2070,436.8420,32.5820,116.6450,53.8820,173.6700
1627,53473,533,0.5715,1.1469,1.5820,0.1600,91.7700,3.8670,24.2470,24.7280,35.1680
1642,53115,226,0.9083,1.4588,1.2890,0.3750,1180.4500,39.8290,255.1940,99.6460,545.0400
1644,53144,168,1.4385,3.2794,1.1640,0.3470,1136.9690,64.7880,326.4090,389.9080,204.9440
1644,53144,271,1.0504,2.3479,1.2740,0.2170,614.5450,34.7500,147.1500,57.8940,181.7330
1644,53144,306,2.6104,0.1643,1.6640,0.3970,323.1760,7.8010,47.0950,362.7260,343.4720
1648,53171,232,0.3236,1.0771,1.4070,0.4330,163.6320,4.9360,29.6610,49.6140,81.2560
1648,53171,558,2.0972,3.1030,1.2120,0.2310,1084.6830,56.0670,309.9580,243.8430,364.5240
1651,53442,255,4.0791,16.4973,1.0170,0.2290,5426.0520,799.2300,1719.4990,11065.2540,108.9950
1652,53555,605,0.7670,3.1118,1.2380,0.1840,1370.7470,49.6540,366.3640,222.0130,512.2610
1653,53534,535,0.9439,1.6450,1.2360,0.2450,737.5700,36.0840,208.7730,292.4450,147.2510
1653,53534,563,0.6742,2.3580,1.2320,0.2640,1194.7030,58.4060,315.4310,207.6510,357.1330
1653,53534,601,1.3797,2.3468,1.2040,0.4060,1529.1840,66.9900,398.0060,362.8560,439.7440
1656,53533,581,0.2796,1.0765,1.4330,0.1800,188.9440,13.2900,47.4410,31.0080,79.7890
1659,53224,572,1.0632,3.1661,1.2380,0.3050,1074.9570,48.5710,279.4680,184.4100,330.7770
1667,53430,622,0.8355,2.7445,1.2500,0.5620,409.1720,28.4730,102.0330,30.2860,150.5900
1668,53433,394,0.3941,1.6016,1.2520,0.3470,442.9900,31.3550,121.6730,62.1340,137.3750
1668,53433,573,2.4906,2.5524,1.2000,0.3010,793.7380,42.7040,260.3090,338.5040,174.7920
1669,53433,381,1.9714,2.7144,1.1750,0.5100,2027.4760,60.4180,492.5590,453.4790,592.7840
1671,53446,42,0.7924,2.1756,1.2990,0.2840,1248.4990,38.0100,302.5210,136.8820,495.5770
1671,53446,605,0.8162,0.8804,1.4350,0.4680,343.0840,15.4980,75.6360,20.4780,153.0860
1672,53460,536,1.8784,2.9864,1.2320,0.1490,1449.9700,61.8460,405.5250,828.6530,268.0890
1673,53462,273,0.5242,3.2824,1.3310,0.3940,532.9150,26.5270,140.5020,53.2360,171.2920
1674,53464,572,0.4418,1.0427,1.4060,0.2990,388.5700,18.8050,84.5980,23.0830,170.2210
1679,53149,324,0.4815,1.8821,1.3090,0.1550,453.4640,31.3870,121.9000,33.5840,163.4530
1680,53171,219,4.1519,5.7731,1.1920,0.2310,1459.2160,183.5690,416.1170,1071.4070,238.2010
1680,53171,244,0.8245,2.0710,1.3470,0.1440,1028.9540,33.1390,262.2670,57.5330,461.0590
1681,53172,596,0.9180,0.6978,1.3270,0.6300,1593.5750,52.9370,324.9770,206.1170,665.4440
1683,53436,192,0.8514,0.8190,1.4090,0.2790,220.4620,12.3610,60.9180,46.3470,76.1540
1683,53436,239,0.5388,1.7424,1.2710,0.2430,664.7730,36.3540,177.7930,78.4520,230.2310
1683,53436,256,0.3506,0.0306,1.8210,0.0230,18.3310,0.8470,4.5490,11.9090,11.9880
1683,53436,429,1.2501,2.6030,1.2360,0.3380,1110.9580,54.4600,270.2370,133.9070,393.5020
1684,53239,88,1.5978,3.0934,1.2080,0.4390,996.7520,53.7770,278.8990,321.8110,224.7060
1684,53239,457,1.0891,1.4320,1.3430,0.3520,443.7880,23.5690,121.0850,122.6610,122.0060
1685,53463,208,1.1188,1.7545,1.2250,0.6150,1197.4800,53.3760,286.6980,387.5560,295.2900
1686,53472,502,0.2484,2.6760,1.2630,0.2220,393.8200,34.5610,108.8310,38.8830,122.4290
1687,53260,419,0.5073,0.8813,1.3450,0.2160,482.8380,16.2660,121.7640,86.1570,318.6450
1689,53177,421,0.5775,1.5017,1.4060,0.0750,386.7930,12.2690,108.7500,64.5110,132.5130
1691,53260,42,0.9685,2.2559,1.3070,0.5550,442.9160,25.9680,97.1090,40.6490,164.8220
1691,53260,152,0.4254,1.9909,1.2540,0.4980,1264.3010,44.7630,298.4580,129.6020,409.2310
1692,53473,363,0.5583,3.1230,1.1840,0.4080,4001.4770,85.4140,1061.5760,1106.3420,1179.5420
1696,53116,396,1.0097,0.7564,1.3320,0.6110,1093.2320,60.5800,196.6330,70.7720,383.0690
1698,53146,434,1.5975,1.9548,1.3900,0.3010,397.6570,20.9420,104.6320,442.8080,210.0310
1701,53142,390,0.7907,2.6258,1.2600,0.4230,924.8290,34.8520,253.5220,172.0280,383.5070
1706,53442,24,0.9561,3.1598,1.2300,0.0770,1559.2720,56.7730,477.8270,448.5950,453.4690
1708,53503,135,0.7811,1.6766,1.2990,0.2010,487.4610,25.2820,126.6000,56.3650,179.6140
1708,53503,180,1.3744,3.4042,1.1870,0.2610,1144.1530,55.9920,313.4110,381.1590,257.6040
1708,53503,200,0.7629,3.0347,1.1870,0.3130,1259.4980,52.1880,333.7670,283.6040,320.8710
1708,53503,466,1.3499,3.7741,1.2110,0.2530,834.7610,38.7660,222.1730,83.6200,265.7890
1709,53533,166,0.5911,1.4090,1.2120,0.3680,995.1660,42.4190,251.5910,339.3260,218.7510
1710,53504,6,2.9444,4.7152,1.1390,0.3070,1657.6710,167.0260,478.1850,1992.6420,111.7130
1710,53504,364,0.9005,1.9155,1.2850,0.3120,670.0910,29.8100,171.0290,121.2230,215.9420
1710,53504,632,2.3847,6.2833,1.1480,0.2250,3007.4150,280.9390,893.8960,3083.0560,233.7200
1711,53535,480,0.7186,2.3411,1.2240,0.3930,529.6800,30.2930,141.8800,89.5160,168.4840
1711,53535,498,0.3132,2.1110,1.3050,0.3630,359.6710,18.3760,101.2550,26.2950,123.9030
1711,53535,558,1.1188,2.5213,1.2260,0.5650,1565.8010,63.1360,383.2700,180.8840,548.9980
1712,53531,106,0.3559,0.7731,1.6000,0.1740,63.1400,3.3400,22.1090,13.5750,38.2030
1713,53827,389,1.2104,2.9784,1.2750,0.1640,990.6400,35.8700,279.7390,163.3740,359.3950
1714,53521,124,0.3594,1.8832,1.4740,0.2190,166.9950,8.8280,39.7950,40.2550,92.1080
1715,54212,72,1.0568,1.8484,1.3580,0.6500,432.2850,21.6860,99.9680,25.6760,209.0450
1715,54212,241,2.1788,1.1095,1.4380,0.1500,109.8100,4.1040,32.8810,23.0790,48.7000
1719,53876,602,0.7621,4.1216,1.2290,0.0520,344.6320,22.3470,112.6840,136.8390,79.0480
1727,53859,385,0.7087,1.5095,1.3750,0.0670,542.4450,25.3330,146.3790,125.7050,195.8730
1731,53884,117,0.9180,1.5839,1.3810,0.1480,457.5390,15.6030,121.9000,82.7100,169.3130
1731,53884,175,1.0777,1.3649,1.3530,0.5460,-999.0000,-999.0000,144.6350,60.7000,-999.0000
1733,53047,23,0.9477,2.9657,1.2630,0.3100,983.3630,42.8800,243.3100,257.9130,273.6120
1735,53035,369,0.6528,1.9091,1.2530,0.5140,951.9780,35.0480,206.7390,81.7990,357.0510
1736,53052,33,1.2052,1.7979,1.3040,0.4350,558.8540,33.3340,132.2750,54.2980,202.6340
1736,53052,353,1.0384,2.2075,1.4250,0.3040,364.3070,15.4250,103.4890,136.7210,142.6730
1737,53055,91,0.6699,1.2017,1.2880,0.5260,933.4880,33.6980,197.7870,113.5500,382.7460
1737,53055,332,1.1428,2.2748,1.2520,0.4890,1140.3430,50.8220,291.1500,349.5720,311.5510
1740,53050,630,0.3277,1.9217,1.2230,0.4110,1081.9680,50.1150,271.0780,182.8640,301.5750
1745,53061,410,1.1830,1.8920,1.2720,0.2340,1145.8520,42.5130,290.0910,175.8100,414.0100
1746,53062,387,0.5836,1.7834,1.4390,0.1810,315.8490,12.8330,88.3390,87.2670,190.0110
1746,53062,487,0.4112,2.7214,1.2440,0.5070,1004.7120,40.6710,237.6800,45.4050,404.0720
1749,53357,101,0.7074,1.6323,1.3230,0.3330,462.9360,27.4990,118.4950,131.6720,120.4950
1749,53357,174,1.1996,2.2307,1.2190,0.4090,632.2290,41.4500,164.4400,97.6730,172.8680
1750,53358,64,0.3065,0.8894,1.3840,0.1510,402.7030,14.2640,95.3410,909.1990,301.9880
1750,53358,251,0.3577,2.9585,1.2180,0.3170,670.8550,47.3550,187.3410,264.1880,122.2590
1750,53358,606,0.4413,0.0243,1.8770,0.1320,96.6950,3.5140,23.7560,44.4300,93.8970
1750,53358,626,1.1203,1.6931,1.2340,0.1370,518.3560,37.1580,134.5600,119.6810,132.3330
1751,53377,440,0.8141,2.5964,1.1510,0.3780,1781.0550,55.2690,473.4410,940.9470,464.5090
1751,53377,520,1.0505,3.2719,1.2280,0.2550,1192.0030,31.8190,333.3760,134.8990,437.4360
1751,53377,579,3.3283,8.2313,1.1820,0.1950,884.5630,150.5670,251.4310,470.2870,189.4300
1755,53386,578,1.6161,1.7916,1.2200,0.3370,1253.2570,41.9790,315.7540,194.3760,395.9660
1758,53084,189,1.7982,2.1715,1.2400,0.5200,793.3280,50.2110,210.6750,510.7060,132.9010
1758,53084,504,0.3990,1.9456,1.5050,0.2210,307.8860,11.1540,86.6030,195.4640,154.7480
1763,53463,3,1.1870,1.1368,1.3410,0.4640,827.4560,37.8070,192.1260,158.9570,273.4740
1763,53463,601,0.6352,1.1030,1.3130,0.6270,748.6600,39.1200,160.6600,76.7260,289.8040
1764,53467,590,2.0082,2.9271,1.2690,0.2450,911.5750,42.7550,259.1660,159.9520,285.1530
