#      Objid          plate    mjd    fiberid       ra           dec       fiberMag_z   modelMag_u   modelMag_g   modelMag_r   modelMag_i   modelMag_z   extinction_u   extinction_g   extinction_r   extinction_i   extinction_z    fuv_mag      nuv_mag      dered_u      dered_g      dered_r      dered_i      dered_z    petroR90_r  modelMagErr_u  modelMagErr_g  modelMagErr_r  modelMagErr_i  modelMagErr_z   fuv_magerr   nuv_magerr      e_bv      redshift     s2n_r     sn_fuv_auto   survey   morph_type   mag_ab_u   mag_ab_g   mag_ab_r   mag_ab_i   mag_ab_z    av_mw    a_lambda_u  a_lambda_g  a_lambda_r  a_lambda_i  a_lambda_z  a_lambda_fuv  a_lambda_nuv  fiber_corr  flux_u(E-17)  flux_g(E-17)  flux_r(E-17)  flux_i(E-17)  flux_z(E-17)  flux_fuv(E-17)  flux_nuv(E-17)  flux_u_err(E-17)  flux_g_err(E-17)  flux_r_err(E-17)  flux_i_err(E-17)  flux_z_err(E-17)  flux_fuv_err(E-17)  flux_nuv_err(E-17)  flux_u_esc(E-17)  flux_g_esc(E-17)  flux_r_esc(E-17)  flux_i_esc(E-17)  flux_z_esc(E-17)  flux_fuv_esc(E-17)  flux_nuv_esc(E-17)  scaling_factor  chi^2(goodness)  absolute_goodness  Mag_Abs_u   Mag_Abs_g   Mag_Abs_r   Mag_Abs_i   Mag_Abs_z
588848899929080116     305    51613      13      217.5280    -0.0577951     17.38259     19.37730     17.99757     17.30504     16.90471     16.60297      0.21823        0.16057        0.11646        0.08831        0.06261       21.02626     20.32273     19.15907     17.83700     17.18858     16.81640     16.54036    3.17928       0.03058        0.00588        0.00484        0.00495        0.01119       0.37289      0.19185     0.04261708   0.0640363   23.8932     2.912361     ['AIS']       3       19.11907   17.84700   17.19858   16.82640   16.56036    0.13211    0.20847     0.16071     0.11603     0.08902     0.06392     0.34625       0.37756       1.00000     19.36533      35.76482      37.68033      36.07283      32.33782      25.06191        23.14090         0.00000           0.00000           0.00000           0.00000           0.00000             0.27928            -0.00897             0.59517           1.09919           1.15806           1.10866           0.99386           0.77025             0.71121           0.03073          0.00064          0.00021        -18.14685   -19.41892   -20.06734   -20.43952   -20.70556
587729972323418316     305    51613     181      216.3078    -1.0994600     17.13166     18.86650     17.53197     16.89081     16.50921     16.29132      0.25252        0.18580        0.13476        0.10218        0.07245       21.48488     20.71837     18.61398     17.34617     16.75605     16.40703     16.21887    3.18709       0.02994        0.00657        0.00589        0.00599        0.01051       0.37842      0.22062     0.04757827   0.0555662   29.6671     2.869830     ['AIS']       3       18.57398   17.35617   16.76605   16.41703   16.23887    0.14749    0.23274     0.17942     0.12954     0.09939     0.07136     0.38656       0.42151       1.00000     31.99341      56.20667      56.12110      52.59330      43.48164      17.03442        16.72274         0.00000           0.00000           0.00000           0.00000           0.00000             0.23588             0.01336             0.50578           0.88857           0.88722           0.83144           0.68740           0.26930             0.26437           0.01581          0.01143          0.00381        -18.37039   -19.58820   -20.17832   -20.52734   -20.70550
587729972323287226     305    51613     223      216.0320    -1.2151150     18.09233     19.72474     18.43195     17.84054     17.49769     17.31281      0.21413        0.15755        0.11427        0.08665        0.06144       21.58623     20.43849     19.51061     18.27440     17.72626     17.41104     17.25138    3.02548       0.05221        0.00819        0.00695        0.00714        0.01735       0.46968      0.21758     0.04156942   0.0500701   17.8803     2.312229     ['AIS']       3       19.47061   18.28440   17.73627   17.42104   17.27137    0.12887    0.20335     0.15676     0.11318     0.08683     0.06235     0.33774       0.36828       1.00000     14.00906      23.90547      22.96357      20.86050      16.79981      14.84902        20.62755         0.00000           0.00000           0.00000           0.00000           0.00000             0.27184            -0.00010             0.50287           0.85811           0.82430           0.74881           0.60305           0.53302             0.74045           0.03590          0.01132          0.00377        -17.23877   -18.42498   -18.97311   -19.28834   -19.43800
588848901002625223     305    51613     486      216.9917     0.7147110     17.79140     19.32764     18.20867     17.68640     17.29947     17.11387      0.17244        0.12688        0.09202        0.06978        0.04947       21.32733     20.38903     19.15520     18.08179     17.59437     17.22969     17.06439    2.60230       0.02774        0.00674        0.00642        0.00791        0.01507       0.38877      0.17991     0.03349738   0.0566826   24.2543     2.793413     ['AIS']       3       19.11520   18.09179   17.60438   17.23969   17.08440    0.10384    0.16386     0.12632     0.09120     0.06997     0.05024     0.27216       0.29676       1.00000     19.43451      28.54565      25.92965      24.65273      19.95704      17.76699        20.24296         0.00000           0.00000           0.00000           0.00000           0.00000             0.24770             0.00111             0.60573           0.88970           0.80816           0.76836           0.62201           0.55375             0.63092           0.03117          0.00407          0.00136        -17.87415   -18.89756   -19.38497   -19.74966   -19.90495
587722983367442447     306    51637     515      218.2041     0.1470874     18.40341     18.90726     18.00403     17.89604     17.60058     17.64745      0.19803        0.14571        0.10568        0.08013        0.05681       19.99376     19.47217     18.70924     17.85832     17.79036     17.52045     17.59064    2.82599       0.02337        0.00610        0.00693        0.00735        0.02635       0.17994      0.09573     0.03870170   0.0549135   20.1257     6.035373     ['AIS']       3       18.66923   17.86832   17.80036   17.53045   17.61064    0.11998    0.18932     0.14595     0.10537     0.08084     0.05805     0.31444       0.34287       1.00000     29.30617      35.06917      21.64720      18.86088      12.29136      63.03407        49.09568         0.00000           0.00000           0.00000           0.00000           0.00000             0.15723            -0.07090             0.68887           0.82434           0.50884           0.44335           0.28892           1.48168             1.15405           0.02351          0.01416          0.00472        -18.24843   -19.04934   -19.11730   -19.38722   -19.30703
587722982830833846     307    51663     268      218.9290    -0.2927670     17.26176     18.14212     17.08933     16.84256     16.63303     16.64357      0.19964        0.14689        0.10654        0.08078        0.05728       19.28945     18.82084     17.94248     16.94244     16.73603     16.55225     16.58630    2.72668       0.01361        0.00413        0.00419        0.00447        0.03006       0.12533      0.06781     0.03840352   0.0569569   33.7999     8.664783     ['AIS']       3       17.90248   16.95244   16.74602   16.56225   16.60629    0.11905    0.18786     0.14482     0.10456     0.08022     0.05760     0.31202       0.34023       1.00000     59.38269      81.52296      57.16601      46.00901      30.99824     120.32394        89.23651         0.00000           0.00000           0.00000           0.00000           0.00000             0.03968            -0.15410             0.57193           0.78517           0.55058           0.44313           0.29855           1.15888             0.85946           0.00963          0.00277          0.00092        -19.09779   -20.04783   -20.25425   -20.43802   -20.39398
587722982298026184     311    51665      59      228.2120    -0.7329060     17.94907     19.25206     18.30793     17.79798     17.42781     17.23175      0.32909        0.24214        0.17562        0.13317        0.09442       20.51051     20.06763     18.92297     18.06579     17.62236     17.29464     17.13733    2.62081       0.02990        0.00703        0.00642        0.00638        0.01525       0.26439      0.13450     0.06387630   0.0549156   18.3991     4.107513     ['AIS']       3       18.88297   18.07579   17.63236   17.30464   17.15733    0.19802    0.31246     0.24088     0.17391     0.13343     0.09581     0.51897       0.56590       1.00000     24.06941      28.96945      25.26990      23.22119      18.66042      47.08174        34.67784         0.00000           0.00000           0.00000           0.00000           0.00000             0.23566            -0.04220             0.75280           0.90606           0.79035           0.72627           0.58363           1.47254             1.08459           0.03128          0.00274          0.00091        -18.03478   -18.84196   -19.28539   -19.61311   -19.76042
587722983908311148     311    51665     387      227.3795     0.5570894     17.77146     19.23537     18.19067     17.60580     17.20101     17.02684      0.28495        0.20967        0.15207        0.11531        0.08175       20.82094     20.63988     18.95042     17.98100     17.45374     17.08570     16.94509    2.97394       0.02931        0.00765        0.00676        0.00697        0.01479       0.24549      0.15453     0.05487115   0.0585873   22.1133     4.423789     ['AIS']       3       18.91042   17.99100   17.46373   17.09570   16.96509    0.17010    0.26841     0.20692     0.14940     0.11462     0.08230     0.44581       0.48612       1.00000     23.46853      31.32229      29.51572      28.14881      22.27512      33.11860        19.05296         0.00000           0.00000           0.00000           0.00000           0.00000             0.20360             0.00399             0.69983           0.93403           0.88016           0.83940           0.66424           0.98759             0.56816           0.02982          0.00354          0.00118        -18.15374   -19.07315   -19.60042   -19.96845   -20.09907
588848901007212664     311    51665     427      227.5188     0.6718616     17.52463     18.93240     17.86205     17.31751     16.90311     16.74895      0.26927        0.19813        0.14370        0.10896        0.07726       20.46138     20.13303     18.66313     17.66392     17.17381     16.79415     16.67170    3.10436       0.02193        0.00547        0.00488        0.00516        0.01141       0.19709      0.11692     0.05216844   0.0723490   22.7023     5.510108     ['AIS']       3       18.62313   17.67392   17.18381   16.80415   16.69169    0.16172    0.25519     0.19673     0.14204     0.10897     0.07825     0.42385       0.46218       1.00000     30.57750      41.94563      38.19640      36.81986      28.65343      45.21784        29.74005         0.00000           0.00000           0.00000           0.00000           0.00000             0.17497            -0.02218             0.58123           0.79732           0.72606           0.69989           0.54466           0.85952             0.56531           0.01901          0.01418          0.00473        -18.92089   -19.87010   -20.36021   -20.73987   -20.85233
588848900470341983     311    51665     431      227.5791     0.2932777     18.06092     19.40043     18.17623     17.63692     17.27626     17.08499      0.27247        0.20048        0.14541        0.11026        0.07817       21.11025     20.80278     19.12795     17.97575     17.49151     17.16600     17.00682    3.41765       0.03595        0.00666        0.00611        0.00654        0.02066       0.27918      0.17487     0.05249338   0.0515504   18.0097     3.889958     ['AIS']       3       19.08796   17.98575   17.50151   17.17600   17.02682    0.16273    0.25678     0.19796     0.14292     0.10965     0.07874     0.42649       0.46505       1.00000     19.92833      31.47438      28.50637      26.14210      21.04399      24.93412        16.09041         0.00000           0.00000           0.00000           0.00000           0.00000             0.20865             0.01208             0.60332           0.95287           0.86301           0.79143           0.63709           0.75486             0.48713           0.03027          0.00045          0.00015        -17.68708   -18.78929   -19.27352   -19.59903   -19.74822
587722983371702348     311    51665     493      227.9671     0.2073175     17.43807     18.77597     17.60402     17.07587     16.73120     16.51867      0.26743        0.19677        0.14271        0.10822        0.07673       20.14863     19.80245     18.50854     17.40725     16.93316     16.62299     16.44195    3.41264       0.02528        0.00638        0.00593        0.00879        0.01929       0.16745      0.10049     0.05164015   0.0524955   27.0873     6.485448     ['AIS']       3       18.46854   17.41725   16.94316   16.63298   16.46194    0.16008    0.25261     0.19474     0.14060     0.10787     0.07746     0.41956       0.45750       1.00000     35.25617      53.13186      47.67428      43.10694      35.40598      60.08021        40.15539         0.00000           0.00000           0.00000           0.00000           0.00000             0.14785            -0.04679             0.55574           0.83751           0.75148           0.67949           0.55810           0.94704             0.63296           0.01576          0.00606          0.00202        -18.34746   -19.39875   -19.87284   -20.18302   -20.35406
588848899397255467     312    51689     222      229.0269    -0.4651119     18.39946     19.47638     18.34758     17.83279     17.54658     17.37751      0.30750        0.22626        0.16410        0.12443        0.08822       20.93608     20.45121     19.16887     18.12132     17.66869     17.42215     17.28929    2.97894       0.04055        0.00776        0.00720        0.00798        0.02180       0.37013      0.11931     0.05954655   0.0502385   17.3396     2.934097     ['AIS']       3       19.12888   18.13132   17.67869   17.43215   17.30929    0.18459    0.29128     0.22455     0.16212     0.12439     0.08932     0.48380       0.52754       2.56319     49.19065      70.55160      62.06567      52.92519      41.58341      30.82260        23.53011         0.10702           0.10702           0.10702           0.10702           0.10702             0.29993            -0.00649             0.54516           0.78189           0.68785           0.58655           0.46085           0.34159             0.26077           0.01108          0.01373          0.00458        -17.58807   -18.58562   -19.03825   -19.28479   -19.40766
588848901009703109     314    51641     532      233.2429     0.6830999     18.52608     19.29477     18.58109     18.38351     17.88308     17.92056      0.28221        0.20764        0.15060        0.11420        0.08097       20.17329     19.96931     19.01257     18.37344     18.23291     17.76888     17.83959    2.70006       0.02675        0.00781        0.00835        0.00869        0.02441       0.14223      0.09117     0.05451670   0.0737029   14.7508     7.635364     ['AIS']       3       18.97256   18.38345   18.24291   17.77888   17.85959    0.16900    0.26668     0.20559     0.14843     0.11388     0.08177     0.44293       0.48298       1.00000     22.16293      21.82112      14.40068      15.00332       9.77275      59.97993        35.23408         0.00000           0.00000           0.00000           0.00000           0.00000             0.12562            -0.02995             0.83290           0.82006           0.54119           0.56384           0.36727           2.25410             1.32413           0.03758          0.01547          0.00516        -18.61383   -19.20295   -19.34349   -19.80751   -19.72680
588848901009703268     314    51641     533      233.1980     0.6580069     18.27839     18.99925     17.95531     17.67088     17.41600     17.34498      0.28126        0.20695        0.15010        0.11381        0.08070       19.80324     19.53659     18.71799     17.74836     17.52078     17.30219     17.26429    3.45936       0.02512        0.00658        0.00703        0.00820        0.02011       0.12168      0.06935     0.05466071   0.0592326   16.8796     8.924955     ['AIS']       3       18.67799   17.75836   17.53078   17.31219   17.28428    0.16945    0.26738     0.20613     0.14882     0.11418     0.08199     0.44410       0.48426       1.00000     29.07090      38.80717      27.74815      23.06041      16.60125      84.42741        52.54721         0.00000           0.00000           0.00000           0.00000           0.00000             0.09026            -0.05928             0.59699           0.79693           0.56983           0.47356           0.34092           1.73378             1.07909           0.02054          0.00124          0.00041        -18.41099   -19.33061   -19.55819   -19.77679   -19.80469
587729746839535900     315    51663     333      233.9211     0.9203983     17.71318     18.94864     17.90100     17.41991     17.04798     16.88583      0.36069        0.26539        0.19249        0.14596        0.10348       20.36399     20.16080     18.58795     17.63561     17.22743     16.90202     16.78234    3.16744       0.03340        0.00704        0.00597        0.00547        0.01444       0.23298      0.16259     0.06988842   0.0726054   23.5004     4.661396     ['AIS']       3       18.54795   17.64561   17.23742   16.91202   16.80234    0.21665    0.34187     0.26355     0.19028     0.14599     0.10483     0.56782       0.61916       1.00000     32.76983      43.05397      36.35610      33.33740      25.87714      56.30674        33.38929         0.00000           0.00000           0.00000           0.00000           0.00000             0.20757            -0.04555             0.65847           0.86512           0.73053           0.66987           0.51997           1.13142             0.67092           0.02009          0.00854          0.00285        -19.00416   -19.90650   -20.31468   -20.64008   -20.74976
587724650876436581     341    51690     417      200.0387    -1.3324290     17.10069     18.84012     17.55115     16.87550     16.41401     16.13478      0.14305        0.10525        0.07634        0.05788        0.04104       21.06629     20.09298     18.69707     17.44590     16.79916     16.35612     16.09374    3.41790       0.02615        0.00633        0.00491        0.00518        0.01093       0.38559      0.15573     0.02763168   0.0591589   27.4012     2.816477     ['AIS']       3       18.65707   17.45590   16.80916   16.36613   16.11374    0.08566    0.13517     0.10420     0.07523     0.05772     0.04145     0.22450       0.24480       1.00000     29.63629      51.27393      53.93641      55.11770      48.79313      21.64687        25.37337         0.00000           0.00000           0.00000           0.00000           0.00000             0.27068            -0.01431             0.65593           1.13482           1.19375           1.21989           1.07991           0.47910             0.56158           0.02213          0.00368          0.00123        -18.42908   -19.63025   -20.27699   -20.72003   -20.97241
587725504483229757     351    51695      46      257.0519    60.5614400     17.08682     18.11344     17.09991     16.69674     16.32542     16.20307      0.12255        0.09017        0.06540        0.04959        0.03516       19.44841     18.94028     17.99089     17.00974     16.63134     16.27583     16.16791    3.42100       0.01565        0.00588        0.00607        0.00645        0.01289       0.08051      0.04711     0.02380476   0.0674341   32.4685    13.488870     ['AIS']       3       17.95089   17.01974   16.64134   16.28583   16.18791    0.07379    0.11645     0.08977     0.06481     0.04973     0.03571     0.19341       0.21089       1.00000     56.79326      76.62311      62.95215      59.34843      45.57118      93.40913        71.15468         0.00000           0.00000           0.00000           0.00000           0.00000             0.05287            -0.07219             0.61060           0.82379           0.67681           0.63807           0.48995           1.00426             0.76500           0.01075          0.00858          0.00286        -19.43266   -20.36381   -20.74221   -21.09772   -21.19564
587725577497280760     352    51789     547      260.2340    63.8536200     17.82441     19.57216     18.20570     17.54195     17.14190     16.86678      0.15958        0.11741        0.08516        0.06457        0.04578       20.99021     20.99004     19.41258     18.08829     17.45679     17.07733     16.82099    3.46215       0.05502        0.00841        0.00799        0.00702        0.01935       0.27943      0.19669     0.03096166   0.0671345   20.4112     3.886418     ['AIS']       3       19.37258   18.09829   17.46679   17.08733   16.84100    0.09598    0.15146     0.11676     0.08430     0.06468     0.04644     0.25155       0.27430       1.00000     15.33272      28.37534      29.43270      28.36680      24.97212      23.79064        11.40480         0.00000           0.00000           0.00000           0.00000           0.00000             0.20468             0.02304             0.53913           0.99774           1.03492           0.99744           0.87808           0.83653             0.40102           0.03516          0.00549          0.00183        -18.00082   -19.27512   -19.90662   -20.28608   -20.53241
587725489987911733     353    51703     387      255.5441    59.7381700     17.56649     19.25613     17.94839     17.35124     16.95043     16.70230      0.09018        0.06636        0.04813        0.03649        0.02587       20.85980     20.05009     19.16595     17.88203     17.30311     16.91394     16.67643    3.28481       0.03090        0.00640        0.00522        0.00542        0.01243       0.16166      0.09139     0.01735789   0.0516878   30.3582     6.717649     ['AIS']       3       19.12595   17.89203   17.31311   16.92394   16.69643    0.05381    0.08491     0.06546     0.04726     0.03626     0.02604     0.14103       0.15378       1.00000     19.24306      34.31166      33.90794      32.97360      28.52882      24.28579        24.31927         0.00000           0.00000           0.00000           0.00000           0.00000             0.11948            -0.00641             0.54959           0.97996           0.96843           0.94175           0.81480           0.69362             0.69457           0.02856          0.00875          0.00292        -17.65509   -18.88900   -19.46792   -19.85710   -20.08461
587725489990402322     357    51813     291      258.9214    54.3204800     16.99155     19.11267     17.60295     16.85865     16.42616     16.14827      0.11530        0.08484        0.06153        0.04666        0.03308       21.33175     21.11230     18.99737     17.51812     16.79712     16.37951     16.11519    3.39990       0.02756        0.00542        0.00421        0.00429        0.00860       0.38199      0.35206     0.02234183   0.0521709   41.3713     2.843037     ['AIS']       3       18.95737   17.52811   16.80712   16.38950   16.13519    0.06926    0.10929     0.08425     0.06083     0.04667     0.03351     0.18152       0.19793       1.00000     22.47524      47.97441      54.03792      53.94355      47.83857      16.30819         9.51324         0.00000           0.00000           0.00000           0.00000           0.00000             0.23266             0.04495             0.51176           1.09237           1.23043           1.22828           1.08928           0.37133             0.21661           0.02277          0.00898          0.00299        -17.84464   -19.27390   -19.99489   -20.41251   -20.66682
